Case_Type,Cases,Country_Region,Date,iso3
deaths,0.0,Nicaragua,2020-02-06,NIC
deaths,0.0,Nicaragua,2020-02-07,NIC
deaths,0.0,Nicaragua,2020-02-08,NIC
deaths,0.0,Nicaragua,2020-02-09,NIC
deaths,0.0,Nicaragua,2020-02-10,NIC
deaths,0.0,Nicaragua,2020-02-11,NIC
deaths,0.0,Nicaragua,2020-02-12,NIC
deaths,0.0,Nicaragua,2020-02-13,NIC
deaths,0.0,Nicaragua,2020-02-14,NIC
deaths,0.0,Nicaragua,2020-02-15,NIC
deaths,0.0,Nicaragua,2020-02-16,NIC
deaths,0.0,Nicaragua,2020-02-17,NIC
deaths,0.0,Nicaragua,2020-02-18,NIC
deaths,0.0,Nicaragua,2020-02-19,NIC
deaths,0.0,Nicaragua,2020-02-20,NIC
deaths,0.0,Nicaragua,2020-02-21,NIC
deaths,0.0,Nicaragua,2020-02-22,NIC
deaths,0.0,Nicaragua,2020-02-23,NIC
deaths,0.0,Nicaragua,2020-02-24,NIC
deaths,0.0,Nicaragua,2020-02-25,NIC
deaths,0.0,Nicaragua,2020-02-26,NIC
deaths,0.0,Nicaragua,2020-02-27,NIC
deaths,0.0,Nicaragua,2020-02-28,NIC
deaths,0.0,Nicaragua,2020-02-29,NIC
deaths,0.0,Nicaragua,2020-03-01,NIC
deaths,0.0,Nicaragua,2020-03-02,NIC
deaths,0.0,Nicaragua,2020-03-03,NIC
deaths,0.0,Nicaragua,2020-03-04,NIC
deaths,0.0,Nicaragua,2020-03-05,NIC
deaths,0.0,Nicaragua,2020-03-06,NIC
deaths,0.0,Nicaragua,2020-03-07,NIC
deaths,0.0,Nicaragua,2020-03-08,NIC
deaths,0.0,Nicaragua,2020-03-09,NIC
deaths,0.0,Nicaragua,2020-03-10,NIC
deaths,0.0,Nicaragua,2020-03-11,NIC
deaths,0.0,Nicaragua,2020-03-12,NIC
deaths,0.0,Nicaragua,2020-03-13,NIC
deaths,0.0,Nicaragua,2020-03-14,NIC
deaths,0.0,Nicaragua,2020-03-15,NIC
deaths,0.0,Nicaragua,2020-03-16,NIC
deaths,0.0,Nicaragua,2020-03-17,NIC
deaths,0.0,Nicaragua,2020-03-18,NIC
deaths,0.0,Nicaragua,2020-03-19,NIC
deaths,0.0,Nicaragua,2020-03-20,NIC
deaths,0.0,Nicaragua,2020-03-21,NIC
deaths,0.0,Nicaragua,2020-03-22,NIC
deaths,0.0,Nicaragua,2020-03-23,NIC
deaths,0.0,Nicaragua,2020-03-24,NIC
deaths,0.0,Nicaragua,2020-03-25,NIC
deaths,0.0,Nicaragua,2020-03-26,NIC
deaths,1.0,Nicaragua,2020-03-27,NIC
deaths,1.0,Nicaragua,2020-03-28,NIC
deaths,1.0,Nicaragua,2020-03-29,NIC
deaths,1.0,Nicaragua,2020-03-30,NIC
deaths,1.0,Nicaragua,2020-03-31,NIC
deaths,1.0,Nicaragua,2020-04-01,NIC
deaths,1.0,Nicaragua,2020-04-02,NIC
deaths,1.0,Nicaragua,2020-04-03,NIC
deaths,1.0,Nicaragua,2020-04-04,NIC
deaths,1.0,Nicaragua,2020-04-05,NIC
deaths,1.0,Nicaragua,2020-04-06,NIC
deaths,1.0,Nicaragua,2020-04-07,NIC
deaths,1.0,Nicaragua,2020-04-08,NIC
deaths,1.0,Nicaragua,2020-04-09,NIC
deaths,1.0,Nicaragua,2020-04-10,NIC
deaths,1.0,Nicaragua,2020-04-11,NIC
deaths,1.0,Nicaragua,2020-04-12,NIC
deaths,1.0,Nicaragua,2020-04-13,NIC
deaths,1.0,Nicaragua,2020-04-14,NIC
deaths,1.0,Nicaragua,2020-04-15,NIC
deaths,1.0,Nicaragua,2020-04-16,NIC
deaths,1.0,Nicaragua,2020-04-17,NIC
deaths,2.0,Nicaragua,2020-04-18,NIC
deaths,2.0,Nicaragua,2020-04-19,NIC
deaths,2.0,Nicaragua,2020-04-20,NIC
deaths,2.0,Nicaragua,2020-04-21,NIC
deaths,2.0,Nicaragua,2020-04-22,NIC
deaths,3.0,Nicaragua,2020-04-23,NIC
deaths,3.0,Nicaragua,2020-04-24,NIC
deaths,3.0,Nicaragua,2020-04-25,NIC
deaths,3.0,Nicaragua,2020-04-26,NIC
deaths,3.0,Nicaragua,2020-04-27,NIC
deaths,3.0,Nicaragua,2020-04-28,NIC
deaths,3.0,Nicaragua,2020-04-29,NIC
deaths,3.0,Nicaragua,2020-04-30,NIC
deaths,3.0,Nicaragua,2020-05-01,NIC
deaths,3.0,Nicaragua,2020-05-02,NIC
deaths,0.0,Niger,2020-01-22,NER
deaths,0.0,Niger,2020-01-23,NER
deaths,0.0,Niger,2020-01-24,NER
deaths,0.0,Niger,2020-01-25,NER
deaths,0.0,Niger,2020-01-26,NER
deaths,0.0,Niger,2020-01-27,NER
deaths,0.0,Niger,2020-01-28,NER
deaths,0.0,Niger,2020-01-29,NER
deaths,0.0,Niger,2020-01-30,NER
deaths,0.0,Niger,2020-01-31,NER
deaths,0.0,Niger,2020-02-01,NER
deaths,0.0,Niger,2020-02-02,NER
deaths,0.0,Niger,2020-02-03,NER
deaths,0.0,Niger,2020-02-04,NER
deaths,0.0,Niger,2020-02-05,NER
deaths,0.0,Niger,2020-02-06,NER
deaths,0.0,Niger,2020-02-07,NER
deaths,0.0,Niger,2020-02-08,NER
deaths,0.0,Niger,2020-02-09,NER
deaths,0.0,Niger,2020-02-10,NER
deaths,0.0,Niger,2020-02-11,NER
deaths,0.0,Niger,2020-02-12,NER
deaths,0.0,Niger,2020-02-13,NER
deaths,0.0,Niger,2020-02-14,NER
deaths,0.0,Niger,2020-02-15,NER
deaths,0.0,Niger,2020-02-16,NER
deaths,0.0,Niger,2020-02-17,NER
deaths,0.0,Niger,2020-02-18,NER
deaths,0.0,Niger,2020-02-19,NER
deaths,0.0,Niger,2020-02-20,NER
deaths,0.0,Niger,2020-02-21,NER
deaths,0.0,Niger,2020-02-22,NER
deaths,0.0,Niger,2020-02-23,NER
deaths,0.0,Niger,2020-02-24,NER
deaths,0.0,Niger,2020-02-25,NER
deaths,0.0,Niger,2020-02-26,NER
deaths,0.0,Niger,2020-02-27,NER
deaths,0.0,Niger,2020-02-28,NER
deaths,0.0,Niger,2020-02-29,NER
deaths,0.0,Niger,2020-03-01,NER
deaths,0.0,Niger,2020-03-02,NER
deaths,0.0,Niger,2020-03-03,NER
deaths,0.0,Niger,2020-03-04,NER
deaths,0.0,Niger,2020-03-05,NER
deaths,0.0,Niger,2020-03-06,NER
deaths,0.0,Niger,2020-03-07,NER
deaths,0.0,Niger,2020-03-08,NER
deaths,0.0,Niger,2020-03-09,NER
deaths,0.0,Niger,2020-03-10,NER
deaths,0.0,Niger,2020-03-11,NER
deaths,0.0,Niger,2020-03-12,NER
deaths,0.0,Niger,2020-03-13,NER
deaths,0.0,Niger,2020-03-14,NER
deaths,0.0,Niger,2020-03-15,NER
deaths,0.0,Niger,2020-03-16,NER
deaths,0.0,Niger,2020-03-17,NER
deaths,0.0,Niger,2020-03-18,NER
deaths,0.0,Niger,2020-03-19,NER
deaths,0.0,Niger,2020-03-20,NER
deaths,0.0,Niger,2020-03-21,NER
deaths,0.0,Niger,2020-03-22,NER
deaths,0.0,Niger,2020-03-23,NER
deaths,0.0,Niger,2020-03-24,NER
deaths,1.0,Niger,2020-03-25,NER
deaths,1.0,Niger,2020-03-26,NER
deaths,1.0,Niger,2020-03-27,NER
deaths,1.0,Niger,2020-03-28,NER
deaths,1.0,Niger,2020-03-29,NER
deaths,3.0,Niger,2020-03-30,NER
deaths,3.0,Niger,2020-03-31,NER
deaths,5.0,Niger,2020-04-01,NER
deaths,5.0,Niger,2020-04-02,NER
deaths,5.0,Niger,2020-04-03,NER
deaths,8.0,Niger,2020-04-04,NER
deaths,10.0,Niger,2020-04-05,NER
deaths,10.0,Niger,2020-04-06,NER
deaths,11.0,Niger,2020-04-07,NER
deaths,11.0,Niger,2020-04-08,NER
deaths,11.0,Niger,2020-04-09,NER
deaths,11.0,Niger,2020-04-10,NER
deaths,11.0,Niger,2020-04-11,NER
deaths,12.0,Niger,2020-04-12,NER
deaths,12.0,Niger,2020-04-13,NER
deaths,14.0,Niger,2020-04-14,NER
deaths,14.0,Niger,2020-04-15,NER
deaths,14.0,Niger,2020-04-16,NER
deaths,18.0,Niger,2020-04-17,NER
deaths,19.0,Niger,2020-04-18,NER
deaths,20.0,Niger,2020-04-19,NER
deaths,20.0,Niger,2020-04-20,NER
deaths,20.0,Niger,2020-04-21,NER
deaths,22.0,Niger,2020-04-22,NER
deaths,24.0,Niger,2020-04-23,NER
deaths,24.0,Niger,2020-04-24,NER
deaths,27.0,Niger,2020-04-25,NER
deaths,29.0,Niger,2020-04-26,NER
deaths,29.0,Niger,2020-04-27,NER
deaths,31.0,Niger,2020-04-28,NER
deaths,32.0,Niger,2020-04-29,NER
deaths,32.0,Niger,2020-04-30,NER
deaths,33.0,Niger,2020-05-01,NER
deaths,35.0,Niger,2020-05-02,NER
deaths,0.0,Nigeria,2020-01-22,NGA
deaths,0.0,Nigeria,2020-01-23,NGA
deaths,0.0,Nigeria,2020-01-24,NGA
deaths,0.0,Nigeria,2020-01-25,NGA
deaths,0.0,Nigeria,2020-01-26,NGA
deaths,0.0,Nigeria,2020-01-27,NGA
deaths,0.0,Nigeria,2020-01-28,NGA
deaths,0.0,Nigeria,2020-01-29,NGA
deaths,0.0,Nigeria,2020-01-30,NGA
deaths,0.0,Nigeria,2020-01-31,NGA
deaths,0.0,Nigeria,2020-02-01,NGA
deaths,0.0,Nigeria,2020-02-02,NGA
deaths,0.0,Nigeria,2020-02-03,NGA
deaths,0.0,Nigeria,2020-02-04,NGA
deaths,0.0,Nigeria,2020-02-05,NGA
deaths,0.0,Nigeria,2020-02-06,NGA
deaths,0.0,Nigeria,2020-02-07,NGA
deaths,0.0,Nigeria,2020-02-08,NGA
deaths,0.0,Nigeria,2020-02-09,NGA
deaths,0.0,Nigeria,2020-02-10,NGA
deaths,0.0,Nigeria,2020-02-11,NGA
deaths,0.0,Nigeria,2020-02-12,NGA
deaths,0.0,Nigeria,2020-02-13,NGA
deaths,0.0,Nigeria,2020-02-14,NGA
deaths,0.0,Nigeria,2020-02-15,NGA
deaths,0.0,Nigeria,2020-02-16,NGA
deaths,0.0,Nigeria,2020-02-17,NGA
deaths,0.0,Nigeria,2020-02-18,NGA
deaths,0.0,Nigeria,2020-02-19,NGA
deaths,0.0,Nigeria,2020-02-20,NGA
deaths,0.0,Nigeria,2020-02-21,NGA
deaths,0.0,Nigeria,2020-02-22,NGA
deaths,0.0,Nigeria,2020-02-23,NGA
deaths,0.0,Nigeria,2020-02-24,NGA
deaths,0.0,Nigeria,2020-02-25,NGA
deaths,0.0,Nigeria,2020-02-26,NGA
deaths,0.0,Nigeria,2020-02-27,NGA
deaths,0.0,Nigeria,2020-02-28,NGA
deaths,0.0,Nigeria,2020-02-29,NGA
deaths,0.0,Nigeria,2020-03-01,NGA
deaths,0.0,Nigeria,2020-03-02,NGA
deaths,0.0,Nigeria,2020-03-03,NGA
deaths,0.0,Nigeria,2020-03-04,NGA
deaths,0.0,Nigeria,2020-03-05,NGA
deaths,0.0,Nigeria,2020-03-06,NGA
deaths,0.0,Nigeria,2020-03-07,NGA
deaths,0.0,Nigeria,2020-03-08,NGA
deaths,0.0,Nigeria,2020-03-09,NGA
deaths,0.0,Nigeria,2020-03-10,NGA
deaths,0.0,Nigeria,2020-03-11,NGA
deaths,0.0,Nigeria,2020-03-12,NGA
deaths,0.0,Nigeria,2020-03-13,NGA
deaths,0.0,Nigeria,2020-03-14,NGA
deaths,0.0,Nigeria,2020-03-15,NGA
deaths,0.0,Nigeria,2020-03-16,NGA
deaths,0.0,Nigeria,2020-03-17,NGA
deaths,0.0,Nigeria,2020-03-18,NGA
deaths,0.0,Nigeria,2020-03-19,NGA
deaths,0.0,Nigeria,2020-03-20,NGA
deaths,0.0,Nigeria,2020-03-21,NGA
deaths,0.0,Nigeria,2020-03-22,NGA
deaths,1.0,Nigeria,2020-03-23,NGA
deaths,1.0,Nigeria,2020-03-24,NGA
deaths,1.0,Nigeria,2020-03-25,NGA
deaths,1.0,Nigeria,2020-03-26,NGA
deaths,1.0,Nigeria,2020-03-27,NGA
deaths,1.0,Nigeria,2020-03-28,NGA
deaths,1.0,Nigeria,2020-03-29,NGA
deaths,2.0,Nigeria,2020-03-30,NGA
deaths,2.0,Nigeria,2020-03-31,NGA
deaths,2.0,Nigeria,2020-04-01,NGA
deaths,2.0,Nigeria,2020-04-02,NGA
deaths,4.0,Nigeria,2020-04-03,NGA
deaths,4.0,Nigeria,2020-04-04,NGA
deaths,5.0,Nigeria,2020-04-05,NGA
deaths,5.0,Nigeria,2020-04-06,NGA
deaths,6.0,Nigeria,2020-04-07,NGA
deaths,6.0,Nigeria,2020-04-08,NGA
deaths,7.0,Nigeria,2020-04-09,NGA
deaths,7.0,Nigeria,2020-04-10,NGA
deaths,10.0,Nigeria,2020-04-11,NGA
deaths,10.0,Nigeria,2020-04-12,NGA
deaths,10.0,Nigeria,2020-04-13,NGA
deaths,11.0,Nigeria,2020-04-14,NGA
deaths,12.0,Nigeria,2020-04-15,NGA
deaths,13.0,Nigeria,2020-04-16,NGA
deaths,17.0,Nigeria,2020-04-17,NGA
deaths,19.0,Nigeria,2020-04-18,NGA
deaths,21.0,Nigeria,2020-04-19,NGA
deaths,22.0,Nigeria,2020-04-20,NGA
deaths,22.0,Nigeria,2020-04-21,NGA
deaths,28.0,Nigeria,2020-04-22,NGA
deaths,31.0,Nigeria,2020-04-23,NGA
deaths,32.0,Nigeria,2020-04-24,NGA
deaths,35.0,Nigeria,2020-04-25,NGA
deaths,40.0,Nigeria,2020-04-26,NGA
deaths,40.0,Nigeria,2020-04-27,NGA
deaths,44.0,Nigeria,2020-04-28,NGA
deaths,51.0,Nigeria,2020-04-29,NGA
deaths,58.0,Nigeria,2020-04-30,NGA
deaths,68.0,Nigeria,2020-05-01,NGA
deaths,85.0,Nigeria,2020-05-02,NGA
deaths,0.0,North Macedonia,2020-01-22,MKD
deaths,0.0,North Macedonia,2020-01-23,MKD
deaths,0.0,North Macedonia,2020-01-24,MKD
deaths,0.0,North Macedonia,2020-01-25,MKD
deaths,0.0,North Macedonia,2020-01-26,MKD
deaths,0.0,North Macedonia,2020-01-27,MKD
deaths,0.0,North Macedonia,2020-01-28,MKD
deaths,0.0,North Macedonia,2020-01-29,MKD
deaths,0.0,North Macedonia,2020-01-30,MKD
deaths,0.0,North Macedonia,2020-01-31,MKD
deaths,0.0,North Macedonia,2020-02-01,MKD
deaths,0.0,North Macedonia,2020-02-02,MKD
deaths,0.0,North Macedonia,2020-02-03,MKD
deaths,0.0,North Macedonia,2020-02-04,MKD
deaths,0.0,North Macedonia,2020-02-05,MKD
deaths,0.0,North Macedonia,2020-02-06,MKD
deaths,0.0,North Macedonia,2020-02-07,MKD
deaths,0.0,North Macedonia,2020-02-08,MKD
deaths,0.0,North Macedonia,2020-02-09,MKD
deaths,0.0,North Macedonia,2020-02-10,MKD
deaths,0.0,North Macedonia,2020-02-11,MKD
deaths,0.0,North Macedonia,2020-02-12,MKD
deaths,0.0,North Macedonia,2020-02-13,MKD
deaths,0.0,North Macedonia,2020-02-14,MKD
deaths,0.0,North Macedonia,2020-02-15,MKD
deaths,0.0,North Macedonia,2020-02-16,MKD
deaths,0.0,North Macedonia,2020-02-17,MKD
deaths,0.0,North Macedonia,2020-02-18,MKD
deaths,0.0,North Macedonia,2020-02-19,MKD
deaths,0.0,North Macedonia,2020-02-20,MKD
deaths,0.0,North Macedonia,2020-02-21,MKD
deaths,0.0,North Macedonia,2020-02-22,MKD
deaths,0.0,North Macedonia,2020-02-23,MKD
deaths,0.0,North Macedonia,2020-02-24,MKD
deaths,0.0,North Macedonia,2020-02-25,MKD
deaths,0.0,North Macedonia,2020-02-26,MKD
deaths,0.0,North Macedonia,2020-02-27,MKD
deaths,0.0,North Macedonia,2020-02-28,MKD
deaths,0.0,North Macedonia,2020-02-29,MKD
deaths,0.0,North Macedonia,2020-03-01,MKD
deaths,0.0,North Macedonia,2020-03-02,MKD
deaths,0.0,North Macedonia,2020-03-03,MKD
deaths,0.0,North Macedonia,2020-03-04,MKD
deaths,0.0,North Macedonia,2020-03-05,MKD
deaths,0.0,North Macedonia,2020-03-06,MKD
deaths,0.0,North Macedonia,2020-03-07,MKD
deaths,0.0,North Macedonia,2020-03-08,MKD
deaths,0.0,North Macedonia,2020-03-09,MKD
deaths,0.0,North Macedonia,2020-03-10,MKD
deaths,0.0,North Macedonia,2020-03-11,MKD
deaths,0.0,North Macedonia,2020-03-12,MKD
deaths,0.0,North Macedonia,2020-03-13,MKD
deaths,0.0,North Macedonia,2020-03-14,MKD
deaths,0.0,North Macedonia,2020-03-15,MKD
deaths,0.0,North Macedonia,2020-03-16,MKD
deaths,0.0,North Macedonia,2020-03-17,MKD
deaths,0.0,North Macedonia,2020-03-18,MKD
deaths,0.0,North Macedonia,2020-03-19,MKD
deaths,0.0,North Macedonia,2020-03-20,MKD
deaths,0.0,North Macedonia,2020-03-21,MKD
deaths,1.0,North Macedonia,2020-03-22,MKD
deaths,2.0,North Macedonia,2020-03-23,MKD
deaths,2.0,North Macedonia,2020-03-24,MKD
deaths,3.0,North Macedonia,2020-03-25,MKD
deaths,3.0,North Macedonia,2020-03-26,MKD
deaths,3.0,North Macedonia,2020-03-27,MKD
deaths,4.0,North Macedonia,2020-03-28,MKD
deaths,6.0,North Macedonia,2020-03-29,MKD
deaths,7.0,North Macedonia,2020-03-30,MKD
deaths,9.0,North Macedonia,2020-03-31,MKD
deaths,11.0,North Macedonia,2020-04-01,MKD
deaths,11.0,North Macedonia,2020-04-02,MKD
deaths,12.0,North Macedonia,2020-04-03,MKD
deaths,17.0,North Macedonia,2020-04-04,MKD
deaths,18.0,North Macedonia,2020-04-05,MKD
deaths,23.0,North Macedonia,2020-04-06,MKD
deaths,26.0,North Macedonia,2020-04-07,MKD
deaths,29.0,North Macedonia,2020-04-08,MKD
deaths,30.0,North Macedonia,2020-04-09,MKD
deaths,32.0,North Macedonia,2020-04-10,MKD
deaths,34.0,North Macedonia,2020-04-11,MKD
deaths,34.0,North Macedonia,2020-04-12,MKD
deaths,38.0,North Macedonia,2020-04-13,MKD
deaths,44.0,North Macedonia,2020-04-14,MKD
deaths,45.0,North Macedonia,2020-04-15,MKD
deaths,46.0,North Macedonia,2020-04-16,MKD
deaths,49.0,North Macedonia,2020-04-17,MKD
deaths,49.0,North Macedonia,2020-04-18,MKD
deaths,51.0,North Macedonia,2020-04-19,MKD
deaths,54.0,North Macedonia,2020-04-20,MKD
deaths,55.0,North Macedonia,2020-04-21,MKD
deaths,56.0,North Macedonia,2020-04-22,MKD
deaths,56.0,North Macedonia,2020-04-23,MKD
deaths,57.0,North Macedonia,2020-04-24,MKD
deaths,59.0,North Macedonia,2020-04-25,MKD
deaths,61.0,North Macedonia,2020-04-26,MKD
deaths,65.0,North Macedonia,2020-04-27,MKD
deaths,71.0,North Macedonia,2020-04-28,MKD
deaths,73.0,North Macedonia,2020-04-29,MKD
deaths,77.0,North Macedonia,2020-04-30,MKD
deaths,81.0,North Macedonia,2020-05-01,MKD
deaths,82.0,North Macedonia,2020-05-02,MKD
deaths,0.0,Norway,2020-01-22,NOR
deaths,0.0,Norway,2020-01-23,NOR
deaths,0.0,Norway,2020-01-24,NOR
deaths,0.0,Norway,2020-01-25,NOR
deaths,0.0,Norway,2020-01-26,NOR
deaths,0.0,Norway,2020-01-27,NOR
deaths,0.0,Norway,2020-01-28,NOR
deaths,0.0,Norway,2020-01-29,NOR
deaths,0.0,Norway,2020-01-30,NOR
deaths,0.0,Norway,2020-01-31,NOR
deaths,0.0,Norway,2020-02-01,NOR
deaths,0.0,Norway,2020-02-02,NOR
deaths,0.0,Norway,2020-02-03,NOR
deaths,0.0,Norway,2020-02-04,NOR
deaths,0.0,Norway,2020-02-05,NOR
deaths,0.0,Norway,2020-02-06,NOR
deaths,0.0,Norway,2020-02-07,NOR
deaths,0.0,Norway,2020-02-08,NOR
deaths,0.0,Norway,2020-02-09,NOR
deaths,0.0,Norway,2020-02-10,NOR
deaths,0.0,Norway,2020-02-11,NOR
deaths,0.0,Norway,2020-02-12,NOR
deaths,0.0,Norway,2020-02-13,NOR
deaths,0.0,Norway,2020-02-14,NOR
deaths,0.0,Norway,2020-02-15,NOR
deaths,0.0,Norway,2020-02-16,NOR
deaths,0.0,Norway,2020-02-17,NOR
deaths,0.0,Norway,2020-02-18,NOR
deaths,0.0,Norway,2020-02-19,NOR
deaths,0.0,Norway,2020-02-20,NOR
deaths,0.0,Norway,2020-02-21,NOR
deaths,0.0,Norway,2020-02-22,NOR
deaths,0.0,Norway,2020-02-23,NOR
deaths,0.0,Norway,2020-02-24,NOR
deaths,0.0,Norway,2020-02-25,NOR
deaths,0.0,Norway,2020-02-26,NOR
deaths,0.0,Norway,2020-02-27,NOR
deaths,0.0,Norway,2020-02-28,NOR
deaths,0.0,Norway,2020-02-29,NOR
deaths,0.0,Norway,2020-03-01,NOR
deaths,0.0,Norway,2020-03-02,NOR
deaths,0.0,Norway,2020-03-03,NOR
deaths,0.0,Norway,2020-03-04,NOR
deaths,0.0,Norway,2020-03-05,NOR
deaths,0.0,Norway,2020-03-06,NOR
deaths,0.0,Norway,2020-03-07,NOR
deaths,0.0,Norway,2020-03-08,NOR
deaths,0.0,Norway,2020-03-09,NOR
deaths,0.0,Norway,2020-03-10,NOR
deaths,0.0,Norway,2020-03-11,NOR
deaths,0.0,Norway,2020-03-12,NOR
deaths,0.0,Norway,2020-03-13,NOR
deaths,3.0,Norway,2020-03-14,NOR
deaths,3.0,Norway,2020-03-15,NOR
deaths,3.0,Norway,2020-03-16,NOR
deaths,3.0,Norway,2020-03-17,NOR
deaths,6.0,Norway,2020-03-18,NOR
deaths,7.0,Norway,2020-03-19,NOR
deaths,7.0,Norway,2020-03-20,NOR
deaths,7.0,Norway,2020-03-21,NOR
deaths,7.0,Norway,2020-03-22,NOR
deaths,10.0,Norway,2020-03-23,NOR
deaths,12.0,Norway,2020-03-24,NOR
deaths,14.0,Norway,2020-03-25,NOR
deaths,14.0,Norway,2020-03-26,NOR
deaths,19.0,Norway,2020-03-27,NOR
deaths,23.0,Norway,2020-03-28,NOR
deaths,25.0,Norway,2020-03-29,NOR
deaths,32.0,Norway,2020-03-30,NOR
deaths,39.0,Norway,2020-03-31,NOR
deaths,44.0,Norway,2020-04-01,NOR
deaths,50.0,Norway,2020-04-02,NOR
deaths,59.0,Norway,2020-04-03,NOR
deaths,62.0,Norway,2020-04-04,NOR
deaths,71.0,Norway,2020-04-05,NOR
deaths,76.0,Norway,2020-04-06,NOR
deaths,89.0,Norway,2020-04-07,NOR
deaths,101.0,Norway,2020-04-08,NOR
deaths,108.0,Norway,2020-04-09,NOR
deaths,113.0,Norway,2020-04-10,NOR
deaths,119.0,Norway,2020-04-11,NOR
deaths,128.0,Norway,2020-04-12,NOR
deaths,134.0,Norway,2020-04-13,NOR
deaths,139.0,Norway,2020-04-14,NOR
deaths,150.0,Norway,2020-04-15,NOR
deaths,152.0,Norway,2020-04-16,NOR
deaths,161.0,Norway,2020-04-17,NOR
deaths,164.0,Norway,2020-04-18,NOR
deaths,165.0,Norway,2020-04-19,NOR
deaths,181.0,Norway,2020-04-20,NOR
deaths,182.0,Norway,2020-04-21,NOR
deaths,187.0,Norway,2020-04-22,NOR
deaths,194.0,Norway,2020-04-23,NOR
deaths,199.0,Norway,2020-04-24,NOR
deaths,201.0,Norway,2020-04-25,NOR
deaths,201.0,Norway,2020-04-26,NOR
deaths,205.0,Norway,2020-04-27,NOR
deaths,206.0,Norway,2020-04-28,NOR
deaths,207.0,Norway,2020-04-29,NOR
deaths,210.0,Norway,2020-04-30,NOR
deaths,210.0,Norway,2020-05-01,NOR
deaths,211.0,Norway,2020-05-02,NOR
deaths,0.0,Oman,2020-01-22,OMN
deaths,0.0,Oman,2020-01-23,OMN
deaths,0.0,Oman,2020-01-24,OMN
deaths,0.0,Oman,2020-01-25,OMN
deaths,0.0,Oman,2020-01-26,OMN
deaths,0.0,Oman,2020-01-27,OMN
deaths,0.0,Oman,2020-01-28,OMN
deaths,0.0,Oman,2020-01-29,OMN
deaths,0.0,Oman,2020-01-30,OMN
deaths,0.0,Oman,2020-01-31,OMN
deaths,0.0,Oman,2020-02-01,OMN
deaths,0.0,Oman,2020-02-02,OMN
deaths,0.0,Oman,2020-02-03,OMN
deaths,0.0,Oman,2020-02-04,OMN
deaths,0.0,Oman,2020-02-05,OMN
deaths,0.0,Oman,2020-02-06,OMN
deaths,0.0,Oman,2020-02-07,OMN
deaths,0.0,Oman,2020-02-08,OMN
deaths,0.0,Oman,2020-02-09,OMN
deaths,0.0,Oman,2020-02-10,OMN
deaths,0.0,Oman,2020-02-11,OMN
deaths,0.0,Oman,2020-02-12,OMN
deaths,0.0,Oman,2020-02-13,OMN
deaths,0.0,Oman,2020-02-14,OMN
deaths,0.0,Oman,2020-02-15,OMN
deaths,0.0,Oman,2020-02-16,OMN
deaths,0.0,Oman,2020-02-17,OMN
deaths,0.0,Oman,2020-02-18,OMN
deaths,0.0,Oman,2020-02-19,OMN
deaths,0.0,Oman,2020-02-20,OMN
deaths,0.0,Oman,2020-02-21,OMN
deaths,0.0,Oman,2020-02-22,OMN
deaths,0.0,Oman,2020-02-23,OMN
deaths,0.0,Oman,2020-02-24,OMN
deaths,0.0,Oman,2020-02-25,OMN
deaths,0.0,Oman,2020-02-26,OMN
deaths,0.0,Oman,2020-02-27,OMN
deaths,0.0,Oman,2020-02-28,OMN
deaths,0.0,Oman,2020-02-29,OMN
deaths,0.0,Oman,2020-03-01,OMN
deaths,0.0,Oman,2020-03-02,OMN
deaths,0.0,Oman,2020-03-03,OMN
deaths,0.0,Oman,2020-03-04,OMN
deaths,0.0,Oman,2020-03-05,OMN
deaths,0.0,Oman,2020-03-06,OMN
deaths,0.0,Oman,2020-03-07,OMN
deaths,0.0,Oman,2020-03-08,OMN
deaths,0.0,Oman,2020-03-09,OMN
deaths,0.0,Oman,2020-03-10,OMN
deaths,0.0,Oman,2020-03-11,OMN
deaths,0.0,Oman,2020-03-12,OMN
deaths,0.0,Oman,2020-03-13,OMN
deaths,0.0,Oman,2020-03-14,OMN
deaths,0.0,Oman,2020-03-15,OMN
deaths,0.0,Oman,2020-03-16,OMN
deaths,0.0,Oman,2020-03-17,OMN
deaths,0.0,Oman,2020-03-18,OMN
deaths,0.0,Oman,2020-03-19,OMN
deaths,0.0,Oman,2020-03-20,OMN
deaths,0.0,Oman,2020-03-21,OMN
deaths,0.0,Oman,2020-03-22,OMN
deaths,0.0,Oman,2020-03-23,OMN
deaths,0.0,Oman,2020-03-24,OMN
deaths,0.0,Oman,2020-03-25,OMN
deaths,0.0,Oman,2020-03-26,OMN
deaths,0.0,Oman,2020-03-27,OMN
deaths,0.0,Oman,2020-03-28,OMN
deaths,0.0,Oman,2020-03-29,OMN
deaths,0.0,Oman,2020-03-30,OMN
deaths,1.0,Oman,2020-03-31,OMN
deaths,1.0,Oman,2020-04-01,OMN
deaths,1.0,Oman,2020-04-02,OMN
deaths,1.0,Oman,2020-04-03,OMN
deaths,2.0,Oman,2020-04-04,OMN
deaths,2.0,Oman,2020-04-05,OMN
deaths,2.0,Oman,2020-04-06,OMN
deaths,2.0,Oman,2020-04-07,OMN
deaths,2.0,Oman,2020-04-08,OMN
deaths,3.0,Oman,2020-04-09,OMN
deaths,3.0,Oman,2020-04-10,OMN
deaths,3.0,Oman,2020-04-11,OMN
deaths,4.0,Oman,2020-04-12,OMN
deaths,4.0,Oman,2020-04-13,OMN
